1	-9	19	-9	33	
0	-10	18	-10	32	
1	-9	19	-9	31	
0	-10	18	-10	32	
-1	-9	17	-9	31	
-2	-8	18	-8	30	
-1	-9	19	-7	29	
-2	-8	20	-6	28	
-1	-7	19	-5	29	
-2	-6	20	-6	30	
-1	-5	19	-5	29	
-2	-6	20	-6	30	
-3	-5	21	-7	29	
-2	-4	22	-8	30	
-1	-5	23	-9	29	
0	-6	22	-8	28	
-1	-7	21	-7	27	
-2	-8	22	-8	26	
-3	-9	23	-7	25	
-2	-10	22	-8	24	
-3	-9	21	-9	25	
-4	-8	22	-8	26	
-3	-7	23	-9	25	
-2	-8	22	-10	26	
-3	-7	23	-9	25	
-2	-8	24	-10	26	
-3	-9	23	-9	25	
-2	-8	22	-8	24	
-3	-9	21	-9	25	
-4	-10	22	-8	24	
-5	-9	21	-9	25	
-6	-8	20	-10	26	
-7	-7	21	-11	27	
-8	-8	22	-12	26	
-9	-9	21	-11	25	
-10	-8	22	-10	24	
-11	-7	21	-9	25	
-12	-6	20	-10	24	
-11	-7	19	-11	25	
-10	-8	18	-10	24	
-11	-9	17	-9	23	
-12	-10	18	-8	22	
-11	-11	19	-7	23	
-10	-10	18	-8	22	
-9	-11	19	-9	23	
-10	-10	18	-10	24	
-9	-9	17	-11	23	
-8	-8	16	-12	22	
-7	-9	17	-13	21	
-8	-8	18	-14	22	
-9	-7	19	-13	23	
-10	-8	18	-12	24	
-11	-9	19	-11	25	
-10	-10	18	-10	26	
-11	-11	19	-11	27	
-10	-12	20	-12	26	
-9	-13	19	-11	27	
-10	-12	18	-12	28	
-11	-11	17	-13	29	
-10	-10	18	-14	30	
-9	-9	17	-15	29	
-8	-10	18	-16	28	
-7	-11	17	-15	27	
-8	-10	18	-16	26	
-9	-9	17	-17	27	
-8	-10	18	-18	28	
-9	-9	19	-17	29	
-10	-8	18	-18	30	
-9	-7	19	-17	29	
-10	-8	18	-18	30	
-9	-9	17	-19	29	
-8	-10	18	-18	30	
-7	-11	19	-17	31	
-6	-10	20	-18	32	
-5	-11	19	-19	33	
-6	-12	20	-20	32	
-5	-13	19	-21	31	
-6	-14	20	-20	30	
-7	-13	19	-19	31	
-8	-12	18	-20	32	
-9	-11	17	-19	31	
-10	-10	18	-18	32	
-11	-11	19	-19	31	
-10	-12	18	-18	32	
-11	-13	17	-19	31	
-12	-14	16	-20	32	
-11	-15	15	-21	33	
-12	-16	14	-22	34	
-13	-17	13	-23	35	
-12	-18	12	-24	36	
-13	-17	13	-25	35	
-12	-16	12	-24	36	
-11	-15	13	-23	35	
-10	-14	14	-22	34	
-11	-13	15	-23	33	
-12	-12	16	-22	34	
-11	-11	17	-23	33	
-10	-10	18	-24	32	
-9	-11	19	-23	31	
-8	-12	18	-22	30	
-7	-11	17	-23	29	
-6	-12	16	-22	28	
-5	-13	17	-21	29	
-6	-12	16	-20	28	
-5	-13	15	-19	29	
-6	-14	16	-18	30	
-5	-13	15	-17	29	
-4	-14	16	-16	28	
-3	-13	17	-17	27	
-2	-14	16	-18	26	
-3	-13	17	-19	27	
-4	-12	16	-20	26	
-5	-13	15	-19	25	
-6	-14	14	-20	24	
-5	-15	15	-19	23	
-6	-16	14	-18	24	
-5	-15	15	-19	23	
-4	-16	16	-18	24	
-5	-15	15	-17	25	
-6	-14	16	-16	26	
-7	-13	17	-17	25	
-8	-12	18	-18	26	
-7	-13	19	-19	25	
-6	-12	18	-20	24	
-5	-11	17	-21	23	
-6	-10	18	-22	22	
-7	-11	17	-23	23	
-6	-12	18	-24	22	
-7	-13	17	-25	21	
-6	-12	16	-26	20	
-7	-11	15	-27	21	
-6	-10	16	-28	22	
-7	-11	17	-27	23	
-6	-12	18	-26	24	
-7	-13	19	-25	23	
-6	-12	18	-24	24	
-5	-13	19	-23	25	
-6	-14	18	-22	26	
-7	-15	17	-23	25	
-8	-14	18	-24	26	
-9	-15	19	-25	27	
-8	-16	18	-24	28	
-7	-17	17	-23	27	
-8	-16	18	-24	28	
-9	-17	17	-23	27	
-8	-16	16	-22	26	
-7	-17	15	-21	27	
-6	-16	16	-22	28	
-7	-17	15	-21	29	
-6	-18	14	-20	28	
-7	-19	13	-21	29	
-8	-18	14	-20	30	
-9	-17	13	-21	31	
-10	-18	14	-22	30	
-9	-17	13	-21	29	
-10	-18	12	-20	28	
-9	-19	11	-19	29	
-10	-18	12	-20	30	
-11	-19	13	-21	31	
-12	-20	14	-22	30	
-11	-19	13	-21	31	
-10	-18	14	-22	32	
-11	-17	13	-21	31	
-12	-18	14	-22	30	
-13	-19	13	-21	29	
-14	-20	14	-22	28	
-15	-19	15	-21	27	
-14	-20	14	-20	26	
-15	-21	15	-19	25	
-16	-22	14	-20	24	
-15	-21	15	-19	23	
-16	-22	14	-18	24	
-17	-21	15	-17	25	
-18	-20	14	-18	26	
-19	-21	15	-17	25	
-20	-20	16	-18	24	
-21	-21	15	-17	25	
-20	-22	14	-16	24	
-21	-21	15	-15	23	
-20	-22	16	-16	24	
-19	-23	17	-17	25	
-20	-24	16	-16	26	
-21	-23	17	-17	27	
-22	-22	16	-18	26	
-21	-23	17	-19	25	
-20	-24	18	-18	24	
-21	-25	17	-17	25	
-20	-26	16	-18	26	
-21	-25	15	-17	27	
-20	-24	14	-16	26	
-21	-25	15	-17	25	
-22	-24	16	-16	26	
-23	-23	17	-17	27	
-24	-24	16	-18	26	
-25	-25	15	-19	27	
-24	-26	14	-18	26	
-23	-27	13	-17	27	
-22	-26	14	-18	26	
-21	-27	15	-19	27	
-20	-26	14	-20	28	
-19	-27	13	-19	29	
-18	-28	12	-20	28	
-19	-27	11	-21	29	
-18	-28	10	-22	30	
-17	-27	11	-23	29	
-16	-26	10	-22	30	
-17	-27	9	-21	29	
-18	-26	8	-20	30	
-19	-25	9	-19	29	
-18	-24	8	-18	30	
-19	-25	9	-19	31	
-20	-26	10	-18	30	
-21	-25	11	-17	29	
-20	-26	12	-16	28	
-21	-25	13	-15	29	
-22	-26	12	-16	30	
-21	-25	11	-17	31	
-20	-26	12	-16	30	
-19	-27	13	-15	31	
-18	-28	12	-14	32	
-17	-29	13	-13	31	
-16	-28	14	-12	32	
-17	-29	13	-11	31	
-18	-28	14	-12	30	
-17	-29	15	-11	29	
-18	-30	16	-10	30	
-19	-31	17	-11	29	
-20	-32	16	-10	30	
-21	-31	17	-11	29	
-22	-30	16	-10	28	
-23	-31	17	-11	27	
-22	-32	18	-10	26	
-23	-33	19	-11	27	
-22	-34	18	-10	28	
-23	-33	19	-11	27	
-22	-32	18	-12	28	
-23	-31	19	-11	29	
-22	-32	18	-10	30	
-21	-33	19	-9	29	
-20	-32	18	-10	30	
-19	-31	19	-9	29	
-18	-32	18	-10	30	
-19	-33	19	-9	31	
-18	-34	20	-10	30	
-17	-35	21	-11	31	
-16	-34	20	-12	30	
-15	-35	21	-13	31	
-14	-34	22	-14	32	
-15	-35	23	-15	31	
-14	-34	24	-16	32	
-13	-33	25	-17	33	
-14	-34	26	-18	34	
-15	-33	25	-17	33	
-14	-34	26	-18	32	
-13	-35	25	-17	31	
-12	-34	24	-16	32	
-11	-33	25	-15	33	
-10	-32	24	-14	34	
-9	-33	23	-15	33	
-10	-34	22	-16	32	
-11	-35	23	-17	33	
-10	-36	22	-16	34	
-9	-37	21	-17	33	
-10	-36	20	-16	32	
-9	-37	21	-17	31	
-10	-36	20	-16	30	
-9	-35	19	-15	31	
-10	-36	20	-16	32	
-9	-37	19	-17	33	
-8	-36	20	-16	34	
-7	-35	21	-17	35	
-6	-36	22	-16	34	
-5	-35	23	-15	35	
-4	-34	24	-16	36	
-5	-35	25	-15	37	
-6	-34	24	-14	38	
-7	-33	23	-15	39	
-8	-34	24	-14	40	
-7	-35	25	-13	39	
-6	-34	26	-12	38	
-7	-35	25	-11	37	
-8	-36	24	-12	36	
-9	-37	23	-11	35	
-10	-38	22	-10	36	
-11	-39	21	-9	37	
-12	-40	20	-8	36	
-13	-39	19	-9	35	
-14	-40	18	-8	36	
-15	-41	19	-7	37	
-16	-42	18	-6	36	
-15	-43	17	-5	37	
-16	-44	16	-4	38	
-15	-45	17	-5	37	
-16	-46	16	-6	36	
-15	-47	17	-5	37	
-16	-48	16	-4	38	
-17	-49	15	-5	37	
-16	-50	16	-6	38	
-17	-51	15	-7	39	
-16	-52	16	-8	38	
-17	-51	15	-9	39	
-16	-52	16	-10	40	
-15	-53	15	-11	39	
-16	-52	16	-12	40	
-15	-53	17	-13	39	
-16	-54	18	-12	38	
-17	-53	17	-13	37	
-16	-52	18	-14	36	
-17	-53	17	-13	37	
-18	-52	16	-14	38	
-19	-53	15	-15	39	
-18	-54	14	-16	40	
-19	-55	13	-15	41	
-18	-56	14	-16	42	
-17	-57	13	-15	41	
-18	-56	12	-16	42	
-19	-57	11	-17	43	
-18	-56	12	-16	44	
-19	-55	13	-17	45	
-18	-56	14	-16	46	
-19	-57	15	-15	45	
-18	-58	16	-16	44	
-19	-57	15	-17	45	
-20	-58	16	-16	44	
-19	-59	17	-15	43	
-20	-60	18	-16	42	
-21	-61	19	-17	43	
-20	-62	18	-16	44	
-21	-63	17	-15	45	
-20	-64	18	-14	46	
-21	-63	19	-15	45	
-20	-64	18	-14	46	
-21	-63	17	-13	47	
-20	-64	16	-12	46	
-21	-65	17	-11	47	
-20	-66	18	-12	46	
-19	-65	17	-13	47	
-18	-64	16	-12	46	
-19	-63	15	-11	47	
-18	-62	16	-10	46	
-19	-63	17	-9	47	
-20	-64	16	-10	46	
-21	-65	17	-11	47	
-20	-66	18	-12	46	
-21	-65	19	-11	47	
-20	-66	20	-12	48	
-19	-65	21	-11	47	
-18	-66	22	-12	48	
-19	-67	23	-11	49	
-18	-68	22	-12	48	
-19	-67	23	-13	47	
-18	-68	22	-12	46	
-19	-67	21	-13	47	
-18	-66	22	-12	46	
-19	-65	21	-11	45	
-20	-64	20	-12	46	
-19	-65	21	-11	47	
-18	-64	22	-10	48	
-17	-65	23	-11	49	
-18	-66	22	-12	50	
-17	-67	23	-11	49	
-16	-66	24	-10	50	
-17	-67	23	-9	51	
-18	-68	22	-10	52	
-19	-69	21	-11	51	
-18	-70	22	-12	50	
-17	-71	23	-13	51	
-18	-70	24	-14	50	
-19	-71	23	-13	51	
-20	-70	24	-14	50	
-21	-71	23	-13	49	
-20	-70	24	-14	48	
-21	-69	25	-13	49	
-20	-68	24	-14	50	
-21	-67	25	-15	51	
-22	-66	24	-16	50	
-21	-65	23	-17	49	
-20	-66	22	-18	50	
-19	-67	21	-19	49	
-20	-68	22	-18	50	
-21	-67	21	-17	51	
-22	-66	22	-18	50	
-23	-65	23	-19	49	
-24	-66	22	-20	48	
-23	-67	21	-19	49	
-24	-66	22	-18	48	
-23	-67	21	-19	49	
-22	-66	22	-18	48	
-21	-65	21	-17	47	
-20	-66	20	-16	46	
-21	-67	19	-17	47	
-20	-68	20	-16	46	
-19	-67	21	-15	45	
-18	-66	22	-16	44	
-19	-67	21	-15	43	
-18	-66	20	-16	44	
-19	-67	21	-17	43	
-18	-68	22	-16	44	
-19	-67	21	-15	45	
-18	-66	20	-14	46	
-19	-65	19	-13	45	
-18	-64	18	-12	46	
-17	-65	19	-13	45	
-18	-66	20	-12	46	
-19	-67	21	-13	47	
-20	-66	20	-12	48	
-21	-67	19	-11	47	
-20	-66	20	-10	48	
-19	-65	21	-11	49	
-18	-64	22	-10	50	
-19	-65	21	-9	51	
-18	-66	22	-10	50	
-17	-67	23	-11	51	
-18	-68	22	-10	52	
-19	-69	21	-11	53	
-20	-70	20	-12	54	
-19	-71	19	-13	55	
-18	-70	20	-12	56	
-17	-69	19	-11	55	
-16	-68	20	-12	54	
-15	-69	21	-11	55	
-14	-68	22	-12	54	
-13	-67	21	-11	55	
-12	-68	22	-10	54	
-11	-67	21	-9	53	
-12	-66	20	-10	54	
-13	-65	19	-11	53	
-14	-66	20	-12	54	
-15	-67	21	-11	53	
-14	-68	22	-10	54	
-15	-69	21	-11	53	
-16	-68	22	-12	54	
-17	-67	21	-11	55	
-18	-66	22	-12	54	
-17	-67	23	-13	55	
-18	-68	22	-14	56	
-17	-67	21	-13	55	
-16	-66	22	-14	54	
-15	-65	21	-15	53	
-16	-66	22	-14	52	
-17	-65	21	-13	51	
-16	-66	22	-14	50	
-17	-65	23	-13	49	
-16	-66	22	-12	50	
-15	-67	21	-11	51	
-16	-66	22	-12	52	
-17	-67	23	-11	51	
-16	-66	24	-12	52	
-15	-67	23	-13	53	
-14	-66	22	-12	54	
-13	-67	21	-13	53	
-12	-66	22	-12	54	
-11	-65	21	-11	53	
-12	-66	20	-10	54	
-11	-67	19	-9	53	
-10	-68	20	-10	54	
-11	-69	21	-9	55	
-10	-70	20	-10	56	
-11	-69	21	-11	55	
-12	-70	20	-12	56	
-13	-69	21	-13	55	
-14	-70	20	-14	54	
-13	-69	19	-13	53	
-12	-68	18	-12	54	
-11	-69	17	-11	53	
-12	-68	16	-10	54	
-11	-69	17	-11	53	
-12	-68	16	-10	52	
-13	-67	15	-9	53	
-14	-66	16	-10	54	
-13	-67	15	-9	53	
-12	-66	16	-10	54	
-11	-65	17	-11	55	
-10	-64	18	-10	54	
-11	-65	19	-11	55	
-10	-64	18	-10	54	
-11	-65	17	-9	55	
-12	-64	18	-10	56	
-13	-63	19	-11	55	
-14	-64	18	-12	56	
-13	-63	17	-11	55	
-12	-64	16	-10	56	
-11	-65	15	-11	55	
-10	-66	16	-12	54	
-11	-65	15	-13	55	
-10	-64	14	-12	54	
-9	-65	15	-13	55	
-10	-66	14	-14	56	
-11	-67	15	-15	55	
-12	-68	14	-16	54	
-13	-69	15	-15	55	
-14	-68	16	-14	56	
-13	-69	17	-13	57	
-12	-68	16	-12	56	
-11	-69	15	-11	55	
-12	-68	16	-12	56	
-13	-67	15	-13	57	
-14	-68	14	-14	58	
-15	-67	15	-15	57	
-14	-68	16	-16	56	
-15	-69	17	-15	55	
-14	-68	16	-16	56	
-15	-67	15	-17	55	
-16	-66	16	-16	56	
-17	-65	17	-17	57	
-16	-64	18	-16	56	
-17	-65	17	-17	55	
-18	-64	18	-18	54	
-17	-63	19	-17	53	
-18	-64	18	-18	54	
-17	-65	17	-17	55	
-18	-64	16	-18	54	
-19	-65	17	-19	55	
-18	-66	18	-20	54	
-19	-65	17	-21	55	
-20	-66	16	-20	56	
-21	-67	17	-19	55	
-20	-68	18	-20	56	
-19	-67	19	-19	57	
-18	-66	20	-20	58	
-19	-65	21	-21	59	
-20	-66	22	-22	58	
-21	-67	21	-21	57	
-22	-68	20	-22	56	
-21	-67	21	-21	57	
-22	-68	20	-22	56	
-23	-67	21	-23	57	
-24	-66	22	-22	56	
-25	-67	21	-23	57	
-24	-68	22	-24	58	
-25	-69	23	-23	57	
-26	-70	24	-24	58	
-25	-71	23	-25	59	
-26	-70	24	-24	60	
-25	-69	25	-25	59	
-26	-70	26	-26	58	
-27	-69	27	-25	59	
-28	-70	28	-26	60	
-27	-71	27	-25	61	
-28	-70	26	-24	62	
-29	-69	25	-25	61	
-30	-68	26	-26	62	
-31	-69	25	-27	61	
-32	-70	26	-26	62	
-31	-71	25	-25	63	
-30	-72	24	-24	62	
-31	-71	23	-23	63	
-30	-70	24	-24	62	
-31	-71	25	-23	61	
-32	-70	26	-24	62	
-33	-71	25	-25	61	
-34	-70	26	-26	62	
-33	-71	27	-27	63	
-34	-70	26	-26	64	
-35	-69	25	-27	65	
-34	-68	24	-26	66	
-35	-69	23	-27	67	
-34	-70	24	-28	68	
-33	-71	25	-27	69	
-34	-72	24	-28	68	
-33	-71	25	-27	67	
-34	-70	26	-28	68	
-35	-71	27	-29	67	
-36	-70	28	-28	68	
-37	-71	27	-27	67	
-36	-70	28	-28	68	
-35	-71	27	-29	67	
-34	-70	26	-30	66	
-35	-69	27	-31	65	
-34	-68	28	-30	64	
-33	-67	29	-31	63	
-34	-66	28	-32	64	
-33	-67	27	-31	63	
-32	-68	26	-32	62	
-31	-69	27	-31	63	
-30	-68	28	-30	62	
-29	-67	27	-29	61	
-30	-66	26	-28	60	
-31	-65	25	-29	59	
-30	-64	24	-28	60	
-31	-63	25	-27	61	
-30	-62	24	-26	62	
-29	-63	23	-25	61	
-28	-62	24	-26	60	
-29	-63	23	-25	59	
-30	-62	22	-26	60	
-29	-63	21	-25	61	
-28	-62	20	-26	62	
-29	-63	21	-25	63	
-30	-64	20	-26	64	
-29	-63	21	-27	63	
-30	-62	22	-28	62	
-31	-61	21	-27	61	
-32	-62	22	-26	60	
-31	-61	23	-25	59	
-32	-60	24	-26	58	
-33	-61	25	-27	59	
-34	-60	24	-28	60	
-35	-61	23	-27	61	
-34	-62	24	-28	62	
-35	-61	25	-29	63	
-36	-60	24	-30	62	
-37	-61	25	-29	63	
-36	-62	26	-30	62	
-37	-61	25	-29	61	
-38	-60	24	-28	62	
-37	-59	25	-29	63	
-36	-58	24	-30	62	
-37	-57	25	-31	63	
-38	-56	24	-30	62	
-39	-55	23	-31	61	
-40	-54	22	-32	60	
-39	-55	21	-31	61	
-38	-54	22	-30	62	
-37	-53	21	-31	63	
-36	-54	22	-30	64	
-37	-53	23	-31	63	
-36	-54	24	-32	62	
-37	-53	23	-33	61	
-36	-52	24	-32	60	
-35	-53	23	-33	61	
-36	-52	22	-34	62	
-35	-53	21	-35	61	
-34	-52	20	-34	62	
-35	-53	21	-35	61	
-36	-52	20	-34	60	
-35	-51	21	-35	61	
-36	-52	22	-34	60	
-37	-53	23	-35	61	
-38	-52	24	-36	60	
-37	-53	25	-35	61	
-38	-52	24	-34	60	
-37	-51	23	-35	61	
-36	-52	22	-36	60	
-37	-53	21	-37	59	
-38	-52	20	-38	58	
-39	-53	21	-37	59	
-40	-54	22	-38	60	
-41	-53	23	-39	61	
-42	-52	22	-38	60	
-43	-53	23	-39	61	
-42	-52	24	-38	62	
-41	-53	25	-39	63	
-42	-52	26	-38	64	
-41	-53	25	-39	65	
-40	-54	26	-40	66	
-41	-53	27	-41	65	
-40	-52	28	-40	64	
-39	-51	29	-41	63	
-40	-50	28	-42	62	
-39	-49	27	-41	63	
-40	-50	26	-42	62	
-41	-49	27	-41	61	
-40	-48	28	-40	60	
-41	-49	29	-39	61	
-40	-50	28	-38	60	
-41	-51	27	-39	61	
-40	-50	28	-38	60	
-41	-51	27	-37	59	
-42	-50	26	-38	58	
-43	-51	25	-39	57	
-42	-50	26	-40	56	
-41	-49	27	-39	57	
-42	-48	26	-40	56	
-43	-47	27	-41	57	
-42	-46	28	-42	58	
-41	-47	29	-41	57	
-42	-48	28	-42	56	
-41	-47	27	-43	57	
-42	-46	28	-44	58	
-43	-47	29	-45	57	
-42	-48	30	-46	58	
-43	-49	31	-47	57	
-44	-50	32	-46	58	
-43	-49	31	-45	59	
-44	-48	30	-44	58	
-43	-49	31	-45	57	
-44	-50	32	-44	58	
-43	-51	31	-45	59	
-42	-50	32	-46	60	
-41	-49	31	-47	59	
-40	-48	32	-46	60	
-41	-49	31	-47	61	
-42	-48	30	-46	60	
-41	-49	31	-47	61	
-42	-50	32	-48	62	
-41	-49	33	-47	61	
-42	-48	34	-46	62	
-41	-49	35	-47	63	
-40	-48	36	-46	62	
-39	-47	35	-45	61	
-38	-46	36	-46	62	
-37	-47	37	-45	61	
-36	-48	36	-46	62	
-35	-47	37	-47	61	
-34	-48	36	-48	60	
-35	-49	37	-49	61	
-36	-48	38	-50	62	
-37	-49	39	-49	61	
-38	-48	40	-48	60	
-37	-49	41	-49	59	
-38	-48	40	-50	58	
-39	-47	39	-49	57	
-38	-46	40	-48	56	
-37	-45	39	-47	57	
-38	-44	40	-46	56	
-37	-43	41	-47	57	
-38	-44	40	-46	58	
-39	-45	41	-45	59	
-38	-46	40	-46	58	
-37	-45	41	-45	57	
-36	-44	42	-44	58	
-37	-45	43	-43	57	
-36	-44	42	-42	56	
-35	-45	41	-41	55	
-34	-46	42	-40	54	
-35	-47	41	-41	53	
-34	-48	40	-40	52	
-35	-47	41	-39	53	
-36	-46	42	-40	54	
-37	-45	43	-41	53	
-38	-44	44	-40	54	
-37	-43	45	-41	53	
-36	-42	44	-42	52	
-37	-43	43	-43	53	
-38	-44	42	-44	52	
-37	-45	43	-45	51	
-36	-46	42	-46	52	
-37	-45	43	-47	51	
-38	-46	44	-46	52	
-39	-45	43	-45	53	
-40	-44	44	-44	52	
-41	-43	43	-45	51	
-42	-44	42	-44	52	
-43	-43	41	-43	53	
-42	-42	42	-44	54	
-43	-43	41	-43	55	
-42	-42	42	-42	56	
-41	-41	43	-43	55	
-42	-42	42	-42	54	
-41	-43	41	-41	53	
-40	-42	42	-42	52	
-41	-43	43	-43	51	
-40	-42	44	-44	52	
-41	-41	43	-43	53	
-40	-42	42	-42	54	
-39	-41	43	-41	55	
-40	-40	42	-40	56	
-41	-41	41	-41	55	
-42	-40	42	-42	56	
-41	-41	41	-41	57	
-42	-42	40	-40	58	
-41	-41	41	-39	57	
-40	-42	40	-38	58	
-41	-43	39	-37	57	
-40	-42	40	-36	56	
-39	-41	41	-37	55	
-38	-40	40	-38	56	
-37	-41	41	-37	57	
-36	-42	40	-38	56	
-35	-43	39	-37	57	
-34	-42	40	-36	58	
-33	-41	41	-35	59	
-34	-40	42	-34	60	
-33	-39	41	-35	61	
-34	-40	40	-34	62	
-35	-39	39	-33	63	
-34	-40	38	-34	62	
-35	-41	39	-33	61	
-34	-42	38	-34	62	
-33	-43	37	-33	61	
-34	-42	36	-32	62	
-35	-41	35	-31	61	
-34	-40	36	-30	62	
-33	-41	37	-29	61	
-34	-40	36	-30	60	
-33	-39	35	-29	61	
-32	-38	36	-28	62	
-31	-37	37	-27	63	
-30	-36	38	-28	62	
-29	-35	39	-27	63	
-30	-36	38	-26	62	
-29	-35	39	-25	63	
-28	-34	40	-26	64	
-27	-35	41	-27	63	
-28	-36	40	-26	64	
-27	-35	41	-25	65	
-26	-34	40	-26	64	
-27	-35	41	-25	63	
-28	-34	42	-24	64	
-29	-33	43	-25	63	
