7	-13	-13	19	15	-3	
8	-14	-12	18	14	-2	
9	-13	-11	19	13	-3	
8	-14	-12	20	14	-4	
7	-15	-13	21	13	-3	
8	-14	-12	20	14	-2	
9	-13	-11	21	13	-1	
10	-14	-12	20	14	-2	
9	-13	-13	19	15	-3	
8	-14	-14	18	14	-2	
9	-15	-15	19	13	-1	
10	-16	-14	18	12	0	
9	-15	-15	19	11	-1	
10	-14	-14	20	10	-2	
11	-15	-15	21	9	-3	
12	-14	-16	20	8	-4	
11	-15	-17	19	7	-3	
12	-16	-18	18	8	-4	
11	-17	-19	19	7	-5	
10	-18	-18	20	6	-6	
9	-17	-19	21	7	-7	
8	-16	-18	20	8	-6	
9	-15	-17	21	7	-5	
10	-14	-16	20	6	-4	
11	-15	-17	19	7	-3	
12	-14	-16	20	8	-4	
11	-13	-15	21	7	-5	
12	-14	-14	22	6	-4	
11	-15	-13	21	7	-3	
10	-16	-14	22	6	-4	
11	-17	-13	21	7	-3	
12	-18	-12	20	8	-4	
13	-19	-13	21	9	-5	
12	-18	-12	22	10	-4	
11	-17	-13	23	9	-3	
12	-18	-12	24	10	-4	
11	-17	-13	23	9	-5	
10	-16	-12	22	10	-6	
11	-17	-13	21	9	-7	
10	-16	-14	20	8	-8	
9	-17	-13	19	9	-7	
8	-18	-14	18	10	-6	
9	-17	-13	17	9	-5	
8	-16	-12	18	8	-4	
7	-15	-11	17	9	-3	
8	-14	-12	18	10	-4	
7	-15	-11	19	9	-3	
8	-16	-10	18	8	-2	
9	-17	-11	17	9	-1	
8	-18	-12	16	10	0	
7	-19	-13	15	9	-1	
8	-18	-14	16	8	-2	
7	-19	-15	15	7	-1	
8	-20	-16	14	6	0	
7	-21	-15	15	7	1	
6	-20	-16	14	8	2	
7	-19	-17	15	9	3	
6	-20	-16	16	8	4	
7	-21	-15	17	9	3	
8	-20	-14	16	8	2	
9	-19	-15	15	7	1	
8	-20	-14	16	6	2	
7	-21	-13	15	7	3	
6	-22	-12	16	8	2	
5	-21	-13	15	9	3	
4	-20	-14	14	8	4	
3	-19	-13	13	9	3	
4	-20	-14	14	10	4	
5	-19	-15	15	9	3	
4	-18	-14	16	8	2	
5	-19	-15	15	7	1	
6	-20	-14	16	8	2	
5	-19	-15	15	9	1	
4	-18	-16	14	10	2	
3	-17	-17	13	9	1	
4	-18	-16	12	8	2	
5	-19	-15	13	7	3	
4	-20	-14	12	8	2	
3	-19	-15	11	9	3	
2	-18	-14	12	10	4	
1	-17	-15	13	9	5	
0	-18	-16	14	8	4	
-1	-19	-17	15	7	3	
-2	-18	-18	14	6	4	
-1	-17	-19	15	5	3	
0	-18	-20	14	6	4	
-1	-19	-21	13	5	3	
0	-18	-20	14	4	2	
-1	-19	-19	15	3	3	
0	-18	-18	14	4	2	
-1	-17	-19	13	5	3	
-2	-18	-18	14	4	2	
-3	-19	-19	15	5	3	
-4	-20	-18	14	4	4	
-3	-19	-19	15	3	5	
-4	-18	-18	14	4	4	
-3	-19	-19	13	5	5	
-4	-18	-18	12	6	4	
-3	-19	-19	11	7	3	
-2	-20	-20	12	6	4	
-1	-21	-21	11	5	5	
0	-20	-22	10	4	6	
-1	-19	-23	11	5	7	
0	-20	-22	10	4	6	
1	-21	-23	9	5	7	
2	-20	-24	10	6	6	
3	-21	-25	9	5	5	
2	-22	-26	8	6	6	
1	-23	-25	7	7	5	
0	-22	-24	8	8	6	
-1	-23	-23	7	9	5	
0	-22	-22	6	8	6	
1	-23	-23	7	9	7	
0	-24	-24	6	8	8	
-1	-25	-23	7	7	7	
-2	-24	-22	8	8	6	
-3	-23	-21	7	9	7	
-4	-24	-22	8	8	6	
-3	-25	-21	9	7	7	
-2	-24	-22	10	8	6	
-1	-23	-23	9	9	5	
0	-24	-24	10	10	4	
-1	-23	-23	11	9	5	
-2	-22	-22	10	8	6	
-1	-21	-21	9	7	5	
-2	-20	-20	10	6	4	
-1	-19	-21	11	7	3	
0	-20	-20	12	8	4	
-1	-21	-19	13	9	3	
0	-20	-20	14	10	4	
1	-19	-21	13	9	5	
0	-20	-20	14	8	4	
1	-21	-19	15	7	3	
0	-20	-18	16	6	2	
1	-21	-19	15	5	1	
2	-20	-20	16	6	0	
1	-21	-19	15	7	-1	
0	-22	-18	14	6	0	
-1	-21	-17	13	5	-1	
0	-22	-16	14	4	-2	
1	-21	-17	15	5	-3	
0	-20	-16	14	4	-2	
-1	-19	-15	15	5	-1	
-2	-20	-14	16	6	-2	
-1	-19	-15	17	7	-3	
-2	-18	-14	18	8	-2	
-3	-17	-15	17	7	-1	
-4	-18	-14	18	8	0	
-5	-17	-15	17	9	-1	
-4	-18	-14	18	10	-2	
-5	-19	-13	17	11	-3	
-4	-18	-12	18	10	-2	
-5	-19	-11	17	9	-1	
-4	-18	-12	18	10	0	
-3	-19	-11	17	9	1	
-4	-18	-12	18	8	2	
-5	-17	-13	19	7	1	
-4	-18	-14	20	6	2	
-3	-19	-13	21	7	3	
-2	-18	-12	22	8	2	
-1	-17	-11	21	7	1	
-2	-18	-12	20	6	0	
-3	-19	-11	19	7	1	
-4	-20	-10	20	8	0	
-5	-21	-11	19	9	-1	
-4	-22	-10	18	10	-2	
-5	-23	-9	17	11	-3	
-4	-22	-10	18	12	-4	
-5	-21	-11	19	13	-5	
-6	-22	-10	20	14	-4	
-5	-21	-9	21	15	-5	
-4	-20	-10	22	16	-6	
-3	-19	-9	23	17	-5	
-2	-18	-10	24	16	-6	
-1	-17	-9	23	17	-7	
0	-16	-10	24	16	-8	
1	-17	-11	25	17	-7	
2	-18	-10	26	16	-6	
3	-17	-9	25	15	-7	
2	-16	-10	24	14	-8	
1	-17	-11	23	13	-7	
0	-18	-12	22	14	-6	
-1	-19	-13	23	15	-7	
-2	-20	-12	22	14	-6	
-3	-21	-13	21	13	-7	
-2	-20	-14	20	14	-6	
-1	-21	-15	19	15	-7	
0	-22	-16	20	16	-8	
-1	-23	-15	21	17	-9	
0	-24	-16	20	16	-10	
-1	-25	-15	19	17	-9	
0	-26	-16	18	18	-8	
-1	-27	-17	17	17	-7	
-2	-26	-18	18	16	-8	
-3	-27	-17	19	15	-7	
-4	-28	-18	20	14	-8	
-3	-27	-19	21	13	-7	
-2	-28	-20	20	12	-8	
-1	-27	-21	21	13	-9	
0	-28	-22	20	12	-8	
1	-29	-23	21	11	-9	
0	-28	-22	22	10	-10	
-1	-29	-23	23	11	-11	
0	-30	-24	24	10	-12	
-1	-31	-23	25	9	-13	
-2	-30	-24	24	8	-12	
-1	-29	-25	25	7	-11	
0	-30	-26	26	6	-12	
1	-31	-27	27	5	-13	
0	-32	-26	28	6	-12	
1	-31	-27	29	7	-13	
2	-30	-28	30	8	-12	
1	-31	-27	31	7	-11	
0	-30	-28	30	6	-10	
-1	-31	-27	29	5	-9	
0	-32	-26	28	6	-8	
-1	-33	-27	29	5	-9	
-2	-34	-26	28	6	-8	
-3	-35	-25	29	5	-9	
-4	-34	-24	30	4	-8	
-3	-33	-25	31	5	-9	
-4	-32	-26	30	6	-8	
-5	-31	-27	31	7	-7	
-6	-32	-26	30	6	-8	
-5	-31	-25	31	5	-7	
-6	-32	-24	32	4	-8	
-5	-31	-23	31	5	-9	
-6	-30	-24	32	6	-8	
-5	-29	-23	31	5	-9	
-4	-28	-22	30	4	-10	
-5	-29	-23	29	5	-11	
-4	-28	-24	30	4	-12	
-5	-27	-23	31	5	-11	
-6	-26	-24	32	6	-10	
-5	-25	-25	33	5	-9	
-6	-24	-26	32	6	-8	
-5	-23	-27	31	5	-9	
-6	-22	-26	30	4	-8	
-7	-23	-25	29	3	-7	
-8	-24	-24	30	4	-6	
-7	-25	-25	31	3	-5	
-8	-26	-24	30	2	-4	
-7	-27	-23	31	3	-3	
-6	-26	-22	32	4	-4	
-5	-27	-21	31	3	-5	
-6	-26	-20	30	4	-4	
-7	-25	-19	31	5	-3	
-8	-26	-20	32	6	-4	
-9	-27	-21	33	5	-5	
-10	-28	-22	34	4	-4	
-11	-29	-21	33	5	-5	
-10	-30	-20	34	4	-6	
-11	-31	-21	35	5	-7	
-10	-30	-22	34	4	-8	
-11	-29	-23	35	5	-7	
-12	-30	-24	36	6	-6	
-11	-29	-23	35	5	-5	
-12	-28	-22	34	6	-6	
-11	-29	-23	33	7	-5	
-12	-30	-24	34	6	-6	
-13	-29	-23	33	5	-7	
-14	-30	-24	34	6	-6	
-15	-29	-25	35	7	-7	
-14	-28	-26	34	6	-6	
-13	-29	-27	33	5	-7	
-14	-30	-26	32	4	-6	
-13	-31	-25	33	5	-7	
-12	-32	-26	32	6	-6	
-11	-31	-25	31	7	-5	
-12	-30	-26	32	6	-6	
-11	-31	-27	31	5	-7	
-10	-30	-28	32	6	-8	
-9	-29	-27	33	5	-7	
-8	-28	-28	32	4	-8	
-9	-27	-29	33	5	-9	
-10	-26	-30	32	6	-10	
-11	-25	-31	33	7	-9	
-12	-24	-32	34	8	-8	
-11	-25	-31	35	7	-7	
-12	-24	-32	36	8	-8	
-11	-23	-31	35	9	-9	
-12	-24	-32	36	10	-8	
-13	-25	-31	35	11	-9	
-12	-26	-30	36	10	-10	
-13	-25	-31	37	11	-9	
-12	-24	-30	38	12	-10	
-11	-23	-29	39	13	-9	
-12	-24	-30	40	14	-8	
-13	-23	-31	39	15	-9	
-12	-24	-30	38	14	-10	
-11	-23	-31	37	13	-11	
-10	-24	-32	36	12	-10	
-9	-25	-33	35	13	-9	
-8	-24	-32	36	14	-8	
-9	-23	-33	37	15	-7	
-10	-24	-32	36	16	-6	
-9	-23	-31	37	15	-7	
-8	-22	-32	38	16	-6	
-9	-21	-31	37	17	-5	
-10	-20	-32	36	18	-6	
-11	-19	-33	37	17	-7	
-12	-20	-34	38	16	-6	
-13	-21	-33	39	15	-5	
-14	-20	-32	40	14	-6	
-15	-21	-33	39	15	-5	
-16	-20	-34	40	14	-4	
-15	-21	-33	41	13	-5	
-14	-22	-32	40	14	-6	
-15	-23	-33	41	15	-5	
-16	-22	-34	42	16	-4	
-17	-23	-33	43	15	-5	
-18	-24	-34	44	16	-6	
-19	-23	-35	45	15	-5	
-20	-22	-36	44	14	-4	
-19	-21	-37	45	13	-5	
-18	-20	-36	44	12	-4	
-17	-21	-35	45	11	-3	
-18	-22	-34	46	10	-2	
-17	-21	-35	47	11	-3	
-18	-22	-34	48	12	-4	
-17	-21	-33	47	11	-5	
-18	-20	-32	48	12	-4	
-17	-19	-33	49	11	-5	
-18	-20	-32	50	12	-6	
-19	-19	-33	51	11	-5	
-20	-18	-34	50	12	-4	
-19	-17	-35	49	11	-3	
-20	-16	-34	48	10	-4	
-21	-17	-35	49	9	-3	
-20	-18	-36	48	8	-4	
-21	-19	-35	49	7	-3	
-22	-18	-34	48	8	-2	
-21	-19	-35	49	7	-3	
-20	-20	-34	50	8	-4	
-19	-21	-35	49	9	-5	
-18	-22	-36	50	8	-4	
-17	-23	-35	51	7	-3	
-16	-24	-36	52	6	-2	
-15	-23	-37	53	7	-1	
-14	-24	-36	54	8	0	
-13	-25	-37	53	9	-1	
-12	-24	-36	52	10	-2	
-13	-25	-37	53	11	-3	
-12	-24	-38	54	10	-2	
-11	-25	-39	53	9	-3	
-12	-24	-38	54	8	-2	
-13	-23	-39	53	9	-1	
-12	-24	-40	52	8	0	
-13	-23	-41	51	7	1	
-14	-24	-40	52	8	0	
-13	-25	-39	51	9	-1	
-12	-26	-40	50	8	0	
-13	-27	-39	49	7	-1	
-14	-28	-40	48	6	-2	
-13	-27	-39	47	7	-1	
-12	-26	-38	46	8	0	
-11	-25	-37	45	9	-1	
-10	-26	-38	46	8	-2	
-9	-25	-39	47	7	-1	
-10	-26	-38	46	6	-2	
-11	-25	-39	47	7	-3	
-12	-24	-40	48	6	-4	
-13	-25	-39	49	5	-3	
-12	-26	-40	50	4	-2	
-13	-27	-41	49	5	-1	
-12	-26	-42	50	6	-2	
-11	-25	-41	51	7	-3	
-12	-26	-42	50	6	-4	
-11	-25	-43	49	7	-3	
-10	-24	-44	48	6	-4	
-11	-23	-43	47	5	-3	
-10	-24	-42	46	4	-4	
-11	-25	-41	45	5	-3	
-12	-24	-42	44	4	-2	
-13	-25	-41	43	3	-3	
-12	-24	-42	42	4	-2	
-13	-23	-43	43	3	-1	
-12	-22	-42	44	4	0	
-11	-21	-43	45	3	1	
-10	-22	-42	44	2	2	
-11	-23	-43	43	1	3	
-12	-24	-44	42	0	2	
-11	-23	-43	43	1	1	
-12	-24	-44	42	0	2	
-11	-25	-43	41	1	3	
-10	-26	-44	40	0	2	
-9	-25	-45	41	-1	3	
-10	-26	-44	42	-2	2	
-11	-25	-45	43	-1	1	
-12	-26	-44	42	0	2	
-11	-25	-43	43	1	1	
-12	-26	-44	44	0	0	
-13	-25	-43	45	1	-1	
-14	-24	-44	46	2	-2	
-15	-23	-43	45	3	-3	
-14	-22	-44	46	2	-4	
-15	-23	-43	47	1	-3	
-16	-24	-44	46	0	-4	
-17	-23	-43	47	1	-5	
-18	-22	-42	48	0	-6	
-17	-23	-43	49	-1	-5	
-16	-22	-42	50	-2	-6	
-17	-23	-41	51	-3	-7	
-16	-22	-42	52	-4	-8	
-17	-23	-43	51	-3	-7	
-18	-22	-42	50	-2	-8	
-17	-23	-41	49	-1	-7	
-18	-22	-42	48	0	-6	
-17	-23	-41	49	-1	-7	
-18	-24	-40	50	-2	-6	
-19	-23	-39	49	-1	-5	
-18	-24	-40	48	-2	-6	
-17	-23	-39	49	-3	-7	
-16	-22	-40	50	-4	-8	
-15	-23	-41	49	-3	-7	
-14	-22	-42	48	-4	-6	
-15	-21	-41	49	-5	-5	
-14	-22	-42	48	-6	-4	
-13	-23	-43	47	-7	-3	
-12	-24	-44	48	-6	-2	
-11	-25	-43	49	-5	-3	
-12	-26	-42	48	-6	-2	
-11	-27	-43	49	-7	-1	
-12	-28	-44	48	-6	-2	
-11	-27	-43	49	-5	-1	
-10	-28	-42	50	-6	0	
-11	-29	-41	49	-5	-1	
-12	-28	-42	48	-6	0	
-11	-29	-41	49	-7	1	
-10	-28	-40	50	-6	0	
-9	-27	-39	49	-7	1	
-10	-26	-38	50	-8	0	
-11	-27	-39	51	-9	-1	
-10	-28	-40	52	-8	-2	
-11	-27	-39	53	-7	-3	
-12	-26	-40	52	-6	-2	
-11	-27	-41	51	-7	-1	
-10	-26	-40	50	-8	-2	
-9	-25	-41	49	-9	-1	
-10	-24	-42	48	-10	0	
-9	-25	-41	49	-9	1	
-10	-26	-40	50	-10	0	
-11	-27	-39	49	-9	-1	
-10	-28	-40	50	-10	-2	
-11	-27	-39	51	-11	-1	
-12	-26	-40	52	-10	-2	
-11	-27	-39	51	-11	-3	
-12	-28	-38	52	-10	-2	
-13	-27	-39	51	-11	-1	
-14	-26	-40	50	-10	-2	
-13	-25	-39	51	-9	-3	
-12	-24	-38	50	-10	-4	
-13	-23	-37	49	-9	-5	
-12	-24	-36	48	-10	-4	
-13	-25	-37	47	-9	-5	
-14	-26	-36	46	-10	-4	
-13	-25	-35	47	-9	-3	
-12	-24	-36	46	-8	-2	
-13	-23	-35	47	-9	-1	
-12	-24	-36	48	-10	0	
-13	-25	-37	49	-11	-1	
-14	-24	-36	50	-10	-2	
-13	-25	-37	49	-9	-3	
-12	-26	-38	50	-8	-4	
-13	-27	-39	51	-7	-5	
-12	-26	-40	50	-6	-6	
-13	-27	-39	49	-5	-7	
-12	-26	-38	48	-4	-8	
-13	-25	-37	47	-5	-9	
-12	-26	-36	46	-4	-8	
-13	-27	-35	45	-3	-7	
-12	-28	-34	44	-2	-8	
-11	-27	-35	43	-1	-7	
-12	-28	-36	42	-2	-8	
-13	-29	-37	41	-1	-9	
-14	-30	-38	40	0	-8	
-13	-31	-39	41	-1	-7	
-14	-30	-38	40	0	-8	
-13	-31	-37	39	-1	-9	
-12	-32	-36	40	0	-8	
-11	-31	-35	39	1	-9	
-10	-32	-34	40	2	-8	
-9	-33	-35	39	3	-7	
-10	-32	-36	40	2	-6	
-9	-33	-37	41	3	-5	
-8	-34	-36	42	4	-6	
-9	-35	-35	41	3	-7	
-8	-34	-36	42	4	-8	
-9	-35	-37	41	3	-7	
-8	-34	-38	42	4	-6	
-7	-35	-39	41	5	-5	
-6	-34	-40	40	6	-6	
-7	-35	-41	39	7	-5	
-6	-34	-40	38	6	-6	
-7	-33	-41	37	7	-7	
-8	-34	-42	36	6	-8	
-9	-33	-41	37	5	-9	
-8	-32	-40	38	6	-10	
-7	-33	-41	37	5	-9	
-6	-34	-40	38	6	-8	
-7	-33	-39	37	7	-7	
-8	-34	-40	36	6	-8	
-7	-33	-41	35	7	-9	
-6	-32	-42	36	6	-10	
-5	-33	-43	37	5	-9	
-6	-32	-44	36	6	-10	
-7	-33	-45	37	7	-9	
-6	-32	-46	38	8	-10	
-5	-33	-45	37	9	-11	
-4	-34	-46	36	8	-10	
-3	-33	-45	35	7	-11	
-2	-32	-44	36	6	-10	
-1	-31	-45	35	5	-9	
0	-30	-44	36	4	-10	
-1	-31	-43	35	5	-11	
0	-32	-42	34	6	-12	
1	-33	-43	35	5	-11	
2	-32	-42	36	4	-12	
3	-31	-41	37	5	-13	
4	-32	-40	38	6	-12	
5	-33	-39	39	5	-11	
4	-32	-38	40	4	-10	
5	-33	-37	41	3	-9	
4	-34	-38	42	4	-8	
5	-35	-39	43	3	-9	
4	-36	-40	42	4	-10	
5	-37	-39	43	3	-9	
4	-38	-38	44	2	-10	
5	-37	-37	43	3	-11	
6	-38	-38	42	4	-12	
5	-39	-39	43	3	-11	
4	-38	-38	44	4	-12	
5	-37	-39	45	5	-13	
6	-36	-38	44	6	-12	
7	-37	-37	43	5	-13	
8	-36	-38	42	6	-12	
9	-35	-39	41	5	-13	
10	-34	-38	42	4	-12	
11	-33	-37	43	3	-13	
12	-32	-38	44	4	-14	
13	-33	-37	43	3	-13	
12	-32	-38	44	4	-14	
11	-33	-39	43	3	-13	
10	-34	-38	42	2	-12	
11	-33	-37	41	3	-11	
10	-32	-38	42	4	-12	
9	-33	-37	43	5	-11	
10	-32	-36	42	4	-10	
11	-33	-37	41	3	-11	
10	-34	-36	40	2	-12	
9	-35	-35	39	3	-13	
8	-34	-36	38	2	-12	
7	-33	-35	37	1	-13	
6	-32	-34	38	0	-12	
5	-31	-33	37	1	-11	
6	-32	-34	38	0	-12	
5	-33	-35	37	1	-11	
4	-32	-36	38	2	-10	
5	-31	-37	39	1	-11	
4	-30	-36	40	2	-10	
5	-29	-35	41	3	-11	
4	-30	-36	40	4	-12	
5	-31	-37	41	3	-11	
6	-30	-38	40	2	-12	
7	-31	-39	41	3	-11	
6	-30	-40	42	2	-10	
7	-29	-41	41	3	-9	
8	-28	-40	42	4	-10	
9	-29	-39	43	3	-11	
8	-30	-40	42	4	-10	
7	-29	-39	41	3	-9	
8	-30	-40	40	4	-8	
9	-29	-39	41	3	-7	
8	-30	-38	42	2	-8	
7	-29	-39	43	3	-7	
8	-30	-38	44	4	-8	
7	-29	-37	43	3	-7	
8	-30	-36	44	4	-6	
7	-31	-37	43	5	-7	
6	-30	-36	44	6	-6	
7	-29	-35	45	7	-5	
8	-30	-34	46	8	-4	
9	-29	-35	45	9	-5	
8	-30	-34	46	8	-4	
7	-29	-33	47	7	-5	
6	-30	-34	46	8	-4	
5	-29	-35	45	7	-3	
6	-30	-36	46	6	-4	
7	-31	-35	47	5	-3	
6	-30	-36	48	6	-2	
7	-29	-35	47	7	-1	
6	-30	-34	46	6	-2	
7	-29	-35	47	7	-1	
8	-28	-34	48	8	0	
9	-27	-33	49	9	1	
8	-28	-32	50	10	2	
9	-29	-33	49	11	1	
10	-28	-32	50	12	2	
11	-27	-33	51	13	1	
12	-28	-34	50	12	0	
13	-27	-33	51	13	1	
14	-26	-32	50	12	0	
13	-27	-31	51	11	-1	
14	-26	-30	52	10	0	
15	-27	-31	53	11	-1	
14	-28	-32	52	10	0	
13	-27	-33	51	9	1	
14	-28	-34	50	10	0	
15	-27	-35	49	9	1	
16	-28	-34	48	10	2	
17	-27	-33	49	9	3	
16	-28	-34	48	10	4	
17	-29	-35	49	11	3	
18	-30	-36	48	10	4	
17	-29	-35	49	11	5	
16	-30	-34	48	12	6	
17	-31	-35	49	11	5	
18	-30	-36	48	12	4	
19	-31	-37	49	11	5	
20	-30	-36	48	12	6	
19	-29	-35	49	13	7	
20	-28	-36	48	12	8	
21	-29	-35	47	13	7	
22	-28	-36	46	12	8	
21	-27	-35	45	13	7	
20	-26	-34	46	12	6	
